name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Johann Berg Gudmundsson,0,0,8,1,11.2,96,30,0,0,3.4,3.2,2019-08-25T15:30:00Z,65,0,0,0,0,3,0,106007,1,1,20,3,-9018,12501,21519,60,False,0,Wolves,Burnley,MID,0
John Egan,0,0,14,0,0.7,295,27,2,0,2.2,16.8,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,13043,2,1,4,1,624,1652,1028,45,True,0,Leicester,Sheffield Utd,DEF,0
John Fleck,0,0,0,0,0.0,301,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,7726,2,1,0,0,-2230,81,2311,50,True,0,Leicester,Sheffield Utd,MID,0
John Lundstram,0,0,4,0,9.1,297,27,2,0,3.0,3.0,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,1042906,2,1,18,0,453880,474635,20755,41,True,1,Leicester,Sheffield Utd,DEF,0
John McGinn,1,0,19,1,16.8,31,21,0,0,5.2,31.6,2019-08-23T19:00:00Z,90,0,0,0,0,3,0,330049,0,2,4,6,-15010,44518,59528,56,True,0,Everton,Aston Villa,MID,0
John Ruddy,0,0,0,0,0.0,412,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,33351,1,1,0,0,-1494,826,2320,45,True,0,Burnley,Wolves,GK,0
John Stones,0,0,0,0,0.0,207,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,163661,3,1,0,0,-71167,2062,73229,55,False,0,Bournemouth,Man City,DEF,0
Jonas Lössl,0,0,0,0,0.0,479,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,35045,0,2,0,0,-3712,268,3980,45,False,0,Aston Villa,Everton,GK,0
Jonny,0,0,10,0,5.3,402,30,1,0,2.2,8.0,2019-08-25T15:30:00Z,90,0,0,0,0,3,0,74046,1,1,9,2,-924,4913,5837,55,True,0,Burnley,Wolves,DEF,0
Jonathan Kodjia,0,0,0,0,0.0,26,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,15108,0,2,0,0,-7392,134,7526,54,True,0,Everton,Aston Villa,FWD,0
Jonjo Shelvey,0,0,0,0,0.0,269,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,28933,1,0,0,0,6628,9823,3195,50,False,0,Spurs,Newcastle,MID,0
Jonny Evans,0,0,13,0,0.4,162,27,1,0,3.5,17.0,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,79061,2,1,18,2,15622,23642,8020,50,False,0,Sheffield Utd,Leicester,DEF,0
Jordan Ayew,0,3,29,1,2.1,468,25,0,1,5.4,34.4,2019-08-24T14:00:00Z,74,0,0,0,0,3,0,174586,2,1,17,9,-26483,16249,42732,50,False,0,Man Utd,Crystal Palace,FWD,0
Jordan Henderson,0,0,15,0,6.7,198,24,1,0,4.2,15.0,2019-08-24T16:30:00Z,90,0,0,0,0,3,0,57492,1,3,20,2,-6483,3478,9961,55,True,0,Arsenal,Liverpool,MID,0
Jordan Pickford,0,0,11,0,0.0,148,21,2,0,0.7,7.2,2019-08-23T19:00:00Z,90,0,0,0,0,3,1,789207,0,2,0,1,71013,107580,36567,56,False,0,Aston Villa,Everton,GK,0
Jordon Ibe,0,0,3,0,0.3,78,22,0,0,0.1,1.0,2019-08-25T13:00:00Z,22,0,0,0,0,3,0,17966,3,1,0,1,-4340,534,4874,49,True,0,Man City,Bournemouth,MID,0
Jorginho,0,0,18,0,13.6,118,26,2,0,3.8,14.0,2019-08-24T11:30:00Z,90,0,0,0,0,3,0,226141,3,2,10,1,-23980,18583,42563,50,False,1,Norwich,Chelsea,MID,0
Jose Luis Mato Sanmartín,0,0,0,0,0.0,261,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,3044,1,0,0,0,-515,134,649,50,False,0,Spurs,Newcastle,FWD,0
Joseph Gomez,0,0,0,0,0.0,184,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,0,0,0,0,3,0,106495,1,3,0,0,-24446,3431,27877,55,True,0,Arsenal,Liverpool,DEF,0
Joe Willock,0,0,13,0,15.9,490,24,3,0,2.2,6.2,2019-08-24T16:30:00Z,80,0,0,0,0,3,0,18626,1,3,0,2,-474,3750,4224,50,False,0,Liverpool,Arsenal,MID,0
Joshua King,0,0,2,0,13.2,68,22,3,0,4.3,14.6,2019-08-25T13:00:00Z,90,0,0,0,0,3,0,977772,3,1,15,2,-173192,55782,228974,65,True,0,Man City,Bournemouth,FWD,0
Josip Drmic,0,0,0,0,0.0,434,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,0,0,0,0,3,0,6751,3,2,0,0,-3495,84,3579,54,True,0,Chelsea,Norwich,FWD,0
Diogo Dalot,0,0,0,0,0.0,229,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,10163,2,1,0,0,-1533,389,1922,49,True,0,Crystal Palace,Man Utd,DEF,0
José Heriberto Izquierdo Mena,0,0,0,0,0.0,51,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,187,2,0,0,0,-12,20,32,55,True,0,Southampton,Brighton,MID,0
Jota,1,0,21,1,28.3,36,21,0,0,5.6,25.4,2019-08-23T19:00:00Z,76,0,0,0,0,3,0,13664,0,2,2,6,-3009,569,3578,59,True,0,Everton,Aston Villa,MID,0
Angeliño,0,0,0,0,0.0,440,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,11981,3,1,0,0,-2042,469,2511,49,False,0,Bournemouth,Man City,DEF,0
José Holebas,0,0,17,0,44.8,353,29,3,0,6.0,15.4,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,193358,3,1,0,0,-33664,3462,37126,49,True,1,West Ham,Watford,DEF,0
João Moutinho,0,0,11,0,36.2,415,30,1,0,4.9,12.4,2019-08-25T15:30:00Z,58,0,0,0,0,3,0,437728,1,1,0,1,22620,61634,39014,55,True,0,Burnley,Wolves,MID,0
João Cancelo,0,0,2,0,0.0,518,22,0,0,0.0,0.2,2019-08-25T13:00:00Z,1,0,0,0,0,3,0,76925,3,1,0,1,-13165,7166,20331,55,False,0,Bournemouth,Man City,DEF,0
Juan Foyth,0,0,0,0,0.0,335,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,1503,1,0,0,0,-218,40,258,50,True,0,Newcastle,Spurs,DEF,0
Juan Mata,0,0,3,0,0.7,242,25,1,0,0.2,1.2,2019-08-24T14:00:00Z,5,0,0,0,0,3,0,25803,2,1,0,1,-4087,818,4905,64,True,0,Crystal Palace,Man Utd,MID,0
Junior Stanislas,0,0,0,0,0.0,77,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,307,3,1,0,0,-39,24,63,60,True,0,Man City,Bournemouth,MID,0
Jürgen Locadia,0,0,-3,0,0.0,45,23,1,0,0.9,0.0,2019-08-24T14:00:00Z,22,0,0,0,0,3,0,18463,2,0,11,1,-3631,1735,5366,55,True,0,Southampton,Brighton,FWD,0
Karl Darlow,0,0,0,0,0.0,263,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,9600,1,0,0,0,-646,85,731,45,False,0,Spurs,Newcastle,GK,0
Kasper Schmeichel,0,0,14,0,0.0,168,27,1,0,2.1,21.2,2019-08-24T14:00:00Z,90,0,0,0,0,3,2,406036,2,1,0,2,8771,32102,23331,50,False,0,Sheffield Utd,Leicester,GK,0
Kayne Ramsay,0,0,0,0,0.0,311,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,75506,2,0,0,0,-3556,2789,6345,40,False,0,Brighton,Southampton,DEF,0
Keinan Davis,0,0,0,0,0.0,34,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,23596,0,2,0,0,-1322,1673,2995,45,True,0,Everton,Aston Villa,MID,0
Kelechi Iheanacho,0,0,0,0,0.0,167,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,19598,2,1,0,0,-3483,843,4326,59,False,0,Sheffield Utd,Leicester,FWD,0
Kenny McLean,0,0,5,0,1.6,286,26,0,0,0.6,4.2,2019-08-24T11:30:00Z,9,0,0,0,0,3,0,12106,3,2,0,1,-1481,265,1746,50,True,0,Chelsea,Norwich,MID,0
Ken Sema,0,0,0,0,0.0,372,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,2667,3,1,0,0,-550,60,610,49,True,0,West Ham,Watford,MID,0
Kepa Arrizabalaga,0,0,14,0,0.0,111,26,2,0,2.4,24.0,2019-08-24T11:30:00Z,90,0,0,0,0,3,3,354050,3,2,0,2,-10200,18678,28878,55,False,0,Norwich,Chelsea,GK,0
Kevin Danso,0,0,24,1,1.6,532,23,0,0,1.4,12.4,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,353,2,0,0,6,77,99,22,45,False,0,Brighton,Southampton,DEF,0
Kevin De Bruyne,1,0,22,0,42.3,215,22,1,0,7.6,17.2,2019-08-25T13:00:00Z,90,0,0,0,0,3,0,1566970,3,1,16,5,460538,510105,49567,96,False,0,Bournemouth,Man City,MID,0
Kevin Long,0,0,0,0,0.0,88,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,9287,1,1,0,0,-725,298,1023,45,False,0,Wolves,Burnley,DEF,0
Kieran Tierney,0,0,0,0,0.0,515,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,0,0,0,0,3,0,30203,1,3,0,0,-8566,392,8958,55,False,0,Liverpool,Arsenal,DEF,0
Kieran Trippier,0,0,0,0,0.0,334,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,13077,1,0,0,0,-2626,109,2735,55,True,0,Newcastle,Spurs,DEF,0
Kieron Freeman,0,0,0,0,0.0,292,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,8608,2,1,0,0,-1261,304,1565,44,True,0,Leicester,Sheffield Utd,DEF,0
Konstantinos Mavropanos,0,0,0,0,0.0,8,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,0,0,0,0,3,0,3256,1,3,0,0,-550,48,598,44,False,0,Liverpool,Arsenal,DEF,0
Kortney Hause,0,0,0,0,0.0,25,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,4047,0,2,0,0,-790,28,818,45,True,0,Everton,Aston Villa,DEF,0
Kurt Zouma,0,0,16,0,1.7,459,26,2,0,1.6,14.4,2019-08-24T11:30:00Z,90,0,0,0,0,3,0,173686,3,2,0,1,-10564,13270,23834,50,False,0,Norwich,Chelsea,DEF,0
Kyle Walker-Peters,0,0,12,0,22.3,337,28,1,0,3.7,10.2,2019-08-25T15:30:00Z,61,0,0,0,0,3,0,254883,1,0,4,2,32102,63812,31710,50,True,0,Newcastle,Southampton,DEF,0
Kyle Walker,0,0,6,0,4.3,203,22,1,0,1.7,4.8,2019-08-25T13:00:00Z,89,0,0,0,0,3,0,1288564,3,1,8,1,22815,113317,90502,60,False,1,Bournemouth,Man City,DEF,0
Laurent Koscielny,0,0,0,0,0.0,7,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,0,0,0,0,3,0,8432,1,3,0,0,-2055,35,2090,50,False,0,Liverpool,Arsenal,DEF,0
Leander Dendoncker,0,0,3,0,1.3,420,30,0,0,0.3,2.0,2019-08-25T15:30:00Z,31,0,0,0,0,3,0,983637,1,1,0,1,-19461,82979,102440,45,True,0,Burnley,Wolves,MID,0
Leandro Trossard,0,0,19,0,81.0,421,23,2,0,11.5,17.4,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,66554,2,0,17,2,24766,34810,10044,60,True,0,Southampton,Brighton,MID,0
Lee Grant,0,0,0,0,0.0,237,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,7215,2,1,0,0,-601,55,656,50,True,0,Crystal Palace,Man Utd,GK,0
Leighton Baines,0,0,0,0,0.0,145,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,7042,0,2,0,0,-672,376,1048,49,False,0,Aston Villa,Everton,DEF,0
Leon Balogun,0,0,0,0,0.0,40,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,5160,2,0,0,0,-553,113,666,45,True,0,Southampton,Brighton,DEF,0
Leroy Sané,0,0,0,0,0.0,216,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,22177,3,1,0,0,-5223,149,5372,94,False,0,Bournemouth,Man City,MID,0
Lewis Cook,0,0,0,0,0.0,79,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,370,3,1,0,0,-50,14,64,50,True,0,Man City,Bournemouth,MID,0
Lewis Dunk,0,0,14,0,0.8,42,23,2,0,2.9,25.8,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,767375,2,0,2,1,103206,156187,52981,46,True,0,Southampton,Brighton,DEF,0
Lewis Gibson,0,0,0,0,0.0,477,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,11202,0,2,0,0,-901,422,1323,45,False,0,Aston Villa,Everton,DEF,0
Lloyd Kelly,0,0,0,0,0.0,64,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,4174,3,1,0,0,-802,125,927,45,True,0,Man City,Bournemouth,DEF,0
Lovre Kalinic,0,0,0,0,0.0,474,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,6381,0,2,0,0,-444,79,523,45,True,0,Everton,Aston Villa,GK,0
Lucas Digne,0,0,12,0,53.4,141,21,2,0,8.0,14.4,2019-08-23T19:00:00Z,90,0,0,0,0,3,0,1629653,0,2,12,1,100774,206315,105541,60,False,0,Aston Villa,Everton,DEF,0
Lucas Moura,0,0,3,0,5.8,345,28,1,0,2.7,0.0,2019-08-25T15:30:00Z,90,0,0,0,0,3,0,663307,1,0,25,2,11230,106083,94853,75,True,0,Newcastle,Spurs,MID,0
Lucas Torreira,0,0,21,0,14.8,19,24,0,1,7.7,43.0,2019-08-24T16:30:00Z,29,0,0,0,0,3,0,103783,1,3,19,6,-21357,3360,24717,49,False,0,Liverpool,Arsenal,MID,0
Lukasz Fabianski,0,0,14,0,0.0,388,29,1,0,1.8,17.8,2019-08-24T14:00:00Z,90,0,0,0,0,3,2,298552,3,1,0,2,-15552,8079,23631,50,False,0,Watford,West Ham,GK,0
Luka Milivojevic,0,0,3,0,10.9,134,25,1,0,2.2,10.6,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,369198,2,1,0,1,-100915,2642,103557,69,False,1,Man Utd,Crystal Palace,MID,0
Luke Amos,0,0,0,0,0.0,351,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,972,1,0,0,0,-55,68,123,45,True,0,Newcastle,Spurs,MID,0
Luke Dreher,0,0,0,0,0.0,140,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,4707,2,1,0,0,-430,222,652,45,False,0,Man Utd,Crystal Palace,MID,0
Luke Freeman,0,0,12,0,20.1,441,27,2,0,3.5,11.0,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,7986,2,1,4,2,-603,638,1241,55,True,0,Leicester,Sheffield Utd,MID,0
Luke Shaw,0,0,4,0,25.7,226,25,1,0,3.4,2.4,2019-08-24T14:00:00Z,33,0,0,0,0,3,0,135770,2,1,6,1,6041,18831,12790,55,True,0,Crystal Palace,Man Utd,DEF,0
Lys Mousset,0,0,0,0,0.0,70,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,22405,2,1,0,0,-3334,1653,4987,49,True,0,Leicester,Sheffield Utd,FWD,0
Maarten Stekelenburg,0,0,0,0,0.0,149,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,569116,0,2,0,0,8273,28211,19938,40,False,0,Aston Villa,Everton,GK,0
Trézéguet,0,0,-2,1,11.5,465,21,0,0,2.0,4.2,2019-08-23T19:00:00Z,85,0,0,0,0,3,0,163203,0,2,4,2,-29366,9104,38470,55,True,1,Everton,Aston Villa,MID,0
Mamadou Sakho,0,0,0,0,0.0,125,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,4487,2,1,0,0,-755,37,792,50,False,0,Man Utd,Crystal Palace,DEF,0
Manuel Lanzini,1,0,23,0,82.1,391,29,1,0,10.6,18.2,2019-08-24T14:00:00Z,87,0,0,0,0,3,0,110260,3,1,6,5,26001,41860,15859,65,False,0,Watford,West Ham,MID,0
Marcos Alonso,0,0,2,0,0.0,103,26,0,0,0.4,2.0,2019-08-24T11:30:00Z,1,0,0,0,0,3,0,190504,3,2,2,1,-56293,2940,59233,63,False,0,Norwich,Chelsea,DEF,0
Marcos Rojo,0,0,0,0,0.0,227,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,9293,2,1,0,0,-1100,220,1320,49,True,0,Crystal Palace,Man Utd,DEF,0
Marco Stiepermann,0,0,1,0,1.6,285,26,3,0,0.1,0.0,2019-08-24T11:30:00Z,80,0,0,0,0,3,0,8656,3,2,0,1,-702,783,1485,55,True,1,Chelsea,Norwich,MID,0
Marcus Rashford,0,0,-4,0,18.3,233,25,2,0,5.2,4.2,2019-08-24T14:00:00Z,90,0,1,0,0,3,0,1768707,2,1,29,0,242968,330657,87689,87,True,0,Crystal Palace,Man Utd,FWD,0
Marc Albrighton,0,0,0,0,0.0,174,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,18503,2,1,0,0,-2112,1017,3129,55,False,0,Sheffield Utd,Leicester,MID,0
Marc Navarro,0,0,0,0,0.0,360,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,6972,3,1,0,0,-649,295,944,40,True,0,West Ham,Watford,DEF,0
Mario Lemina,0,0,0,0,0.0,324,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,9165,2,0,0,0,-1497,432,1929,49,False,0,Brighton,Southampton,MID,0
Mario Vrancic,0,0,2,0,0.8,282,26,0,0,0.3,0.4,2019-08-24T11:30:00Z,9,0,0,0,0,3,0,9045,3,2,2,1,-2147,502,2649,64,True,0,Chelsea,Norwich,MID,0
Marko Arnautovic,0,0,0,0,0.0,385,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,6684,3,1,0,0,-1330,83,1413,70,False,0,Watford,West Ham,FWD,0
Mark Duffy,0,0,0,0,0.0,300,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,2929,2,1,0,0,-998,15,1013,54,True,0,Leicester,Sheffield Utd,MID,0
Mark Noble,0,2,33,0,12.5,396,29,1,1,7.8,44.6,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,18538,3,1,21,9,-3280,354,3634,50,False,0,Watford,West Ham,MID,0
Mark Travers,0,0,0,0,0.0,74,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,14497,3,1,0,0,-1286,269,1555,44,True,0,Man City,Bournemouth,GK,0
Martin Dubravka,0,0,25,1,0.0,262,28,0,0,1.4,14.2,2019-08-25T15:30:00Z,90,0,0,0,0,3,2,57057,1,0,0,6,-5481,735,6216,50,False,0,Spurs,Newcastle,GK,0
Martin Kelly,0,0,11,0,0.0,128,25,1,0,1.9,17.4,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,1705953,2,1,2,2,78660,171051,92391,40,False,0,Man Utd,Crystal Palace,DEF,0
Martín Montoya,0,0,8,0,1.8,38,23,2,0,2.0,8.0,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,66000,2,0,10,0,11863,23262,11399,45,True,1,Southampton,Brighton,DEF,0
Marvelous Nakamba,0,0,0,0,0.0,491,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,13501,0,2,0,0,-1680,423,2103,45,True,0,Everton,Aston Villa,MID,0
Mason Greenwood,0,0,3,0,1.1,234,25,1,0,0.2,1.2,2019-08-24T14:00:00Z,34,0,0,0,0,3,0,974829,2,1,0,1,-42898,97138,140036,45,True,0,Crystal Palace,Man Utd,FWD,0
Mason Holgate,0,0,0,0,0.0,478,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,10967,0,2,0,0,-394,688,1082,45,False,0,Aston Villa,Everton,DEF,0
Mason Mount,0,1,33,0,30.2,463,26,2,1,12.9,45.4,2019-08-24T11:30:00Z,90,0,0,0,0,3,0,408360,3,2,53,8,284083,324297,40214,61,False,0,Norwich,Chelsea,MID,0
Matej Vydra,0,0,0,0,0.0,92,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,4492,1,1,0,0,-521,467,988,54,False,0,Wolves,Burnley,FWD,0
Mateo Kovacic,1,0,31,0,26.5,432,26,2,0,8.4,37.4,2019-08-24T11:30:00Z,90,0,0,0,0,3,0,68082,3,2,20,5,-9271,5894,15165,55,False,0,Norwich,Chelsea,MID,0
Mat Ryan,0,0,13,0,0.0,47,23,2,0,1.5,15.0,2019-08-24T14:00:00Z,90,0,0,0,0,3,2,1001596,2,0,0,1,33451,89567,56116,46,True,0,Southampton,Brighton,GK,0
Matteo Darmian,0,0,0,0,0.0,230,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,5504,2,1,0,0,-617,80,697,49,True,0,Crystal Palace,Man Utd,DEF,0
Matteo Guendouzi,0,0,12,0,1.4,21,24,3,0,2.4,22.4,2019-08-24T16:30:00Z,85,0,0,0,0,3,0,435567,1,3,0,2,-5221,52918,58139,45,False,0,Liverpool,Arsenal,MID,0
Matthew Clarke,0,0,0,0,0.0,43,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,1131,2,0,0,0,-156,27,183,45,True,0,Southampton,Brighton,DEF,0
Matthew Lowton,0,0,13,0,29.6,85,30,1,0,6.1,31.6,2019-08-25T15:30:00Z,90,0,0,0,0,3,0,24396,1,1,0,2,1983,4941,2958,45,False,0,Wolves,Burnley,DEF,0
Matty James,0,0,0,0,0.0,177,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,20558,2,1,0,0,-1488,1482,2970,45,False,0,Sheffield Utd,Leicester,MID,0
Matt Doherty,0,0,12,0,3.6,401,30,1,0,2.0,6.6,2019-08-25T15:30:00Z,75,0,0,0,0,3,0,226075,1,1,10,2,-7217,14199,21416,60,True,0,Burnley,Wolves,DEF,0
Matt Ritchie,0,0,23,1,30.3,251,28,0,0,5.0,19.8,2019-08-25T15:30:00Z,90,0,0,0,0,3,0,31853,1,0,0,5,-4390,1147,5537,55,False,1,Spurs,Newcastle,DEF,0
Matt Targett,0,0,0,0,0.0,309,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,55336,0,2,0,0,-13264,615,13879,44,True,0,Everton,Aston Villa,DEF,0
Max Aarons,0,0,6,0,2.1,274,26,3,0,2.1,16.6,2019-08-24T11:30:00Z,90,0,0,0,0,3,0,163903,3,2,2,1,-10690,7350,18040,45,True,0,Chelsea,Norwich,DEF,0
Max Kilman,0,0,0,0,0.0,408,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,121124,1,1,0,0,-232,10173,10405,40,True,0,Burnley,Wolves,DEF,0
Max Meyer,0,0,0,0,0.0,136,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,10224,2,1,0,0,-1728,451,2179,55,False,0,Man Utd,Crystal Palace,MID,0
Maya Yoshida,0,0,0,0,0.0,310,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,22581,2,0,0,0,-414,1477,1891,45,False,0,Brighton,Southampton,DEF,0
Mesut Özil,0,0,0,0,0.0,15,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,0,0,0,0,3,0,47899,1,3,0,0,-19044,461,19505,74,False,0,Liverpool,Arsenal,MID,0
Michael Keane,0,0,12,0,11.1,143,21,2,0,2.7,10.0,2019-08-23T19:00:00Z,90,0,0,0,0,3,0,246010,0,2,6,1,30661,46539,15878,55,False,0,Aston Villa,Everton,DEF,0
Michael McGovern,0,0,0,0,0.0,281,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,0,0,0,0,3,0,320094,3,2,0,0,4147,18510,14363,40,True,0,Chelsea,Norwich,GK,0
Michael Obafemi,0,0,0,0,0.0,314,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,15246,2,0,0,0,-1561,970,2531,50,False,0,Brighton,Southampton,FWD,0
Michael Verrips,0,0,0,0,0.0,521,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,2248,2,1,0,0,-123,40,163,45,True,0,Leicester,Sheffield Utd,GK,0
Michail Antonio,1,0,8,0,14.6,389,29,0,0,8.0,11.2,2019-08-24T14:00:00Z,35,0,0,0,0,3,0,85122,3,1,54,4,-10133,928,11061,70,False,0,Watford,West Ham,MID,0
Michy Batshuayi,0,0,0,0,0.0,461,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,0,0,0,0,3,0,33349,3,2,0,0,-10751,1420,12171,68,False,0,Norwich,Chelsea,FWD,0
Miguel Almirón,0,0,3,1,1.4,266,28,0,0,4.5,8.0,2019-08-25T15:30:00Z,90,0,0,0,0,3,0,45244,1,0,36,3,-12107,1383,13490,60,False,0,Spurs,Newcastle,MID,0
Mohamed Elneny,0,0,0,0,0.0,20,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,0,0,0,0,3,0,21170,1,3,0,0,-898,2132,3030,45,False,0,Liverpool,Arsenal,MID,0
Mohamed Elyounoussi,0,0,0,0,0.0,322,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,3550,2,0,0,0,-527,41,568,54,False,0,Brighton,Southampton,MID,0
Mohamed Salah,0,3,43,0,16.6,191,24,1,2,15.5,71.2,2019-08-24T16:30:00Z,90,0,0,0,0,3,0,2444065,1,3,67,15,-351541,47097,398638,125,True,0,Arsenal,Liverpool,MID,0
Moise Kean,0,0,6,0,10.8,496,21,1,0,2.1,2.0,2019-08-23T19:00:00Z,28,0,0,0,0,3,0,275636,0,2,8,1,-121091,15170,136261,69,False,0,Aston Villa,Everton,FWD,0
Morgan Gibbs-White,0,0,13,0,25.6,416,30,1,0,3.7,3.2,2019-08-25T15:30:00Z,66,0,0,0,0,3,0,5978,1,1,8,2,-572,356,928,50,True,0,Burnley,Wolves,MID,0
Morgan Schneiderlin,0,0,15,0,5.1,158,21,2,0,2.3,16.4,2019-08-23T19:00:00Z,90,0,0,0,0,3,0,62478,0,2,1,2,-2462,4067,6529,45,False,0,Aston Villa,Everton,MID,0
Moritz Leitner,0,0,16,0,13.9,288,26,3,0,3.5,19.4,2019-08-24T11:30:00Z,80,0,0,0,0,3,0,18960,3,2,2,2,-793,1679,2472,45,True,0,Chelsea,Norwich,MID,0
